head,relation,tail
C0630784,is used in combination with,C0729502
C1517331,is needed to elucidate,C1709520
C1517331,is needed to elucidate,C2698783
C1517331,is needed to elucidate,C1269689
C0387583,is involved in the production of,C0021368
C1413051,is involved in,C2752296
C4521887,leads to,C0238762
C4521887,leads to,C0860713
C0000392,is,C0949266
C0000392,has physical state,C0597486
C0000392,is not approved for,C0240320
C0523520,is,C0311461
C0523520,can be synthesized by,C0729763
C0523520,is shown to increase,C0523549
C0523520,may have applications in,C0587070
C0523520,may have applications in,C0239313
C0523520,works by increasing,C0523549
C0523549,is,C0030956
C0523549,has protective effects against,C0410158
C0523520,may improve,C0015259
C0006507,is,C0949266
C0006507,exhibits,C0935606
C0006507,can be formulated into,C0991533
C0006507,can be formulated into,C1880396
C0006507,interacts with,C0597357
C0006507,interacts with,C0014440
C0006507,is involved in,C0558208
C0006507,is involved in,C2957678
C0006507,involves,C2097621
C0006507,involves,C0282151
C0006507,has been investigated for,C0920425
C0006507,acts as,C1516021
C0006507,inhibits,C1622501
C0006507,inhibits,C2699153
C0006507,requires,C1517331
C0006507,may offer,C1518317
C0077019,is,C0949266
C0077019,has,C0597486
C0077019,is a,C1997166
C0077019,involves,C0683140
C0077019,may include,C0279532
C0077019,may have applications in,C0679252
C0077019,acts through,C0877008
C0077019,leads to,C1512073
C0077019,requires,C1517331
C0077019,is related to,C0043335
C0006507,is,C0949266
C0006507,has approval status,C0678323
C0006507,acts as,C0023688
C0006507,is candidate for,C0204523
C0006507,is promising for,C0036341
C0006507,is promising for,C0344315
C0006507,improves,C2237115
C0006507,reduces,C0860603
C1517331,is needed to,C2698651
C1517331,is needed to,C0678798
C0304848,is derived from,C1265533
C0304848,has been used since,C0471738
C0304848,is a treatment for,C3665349
C0304848,is bound to,C0201838
C0304848,is bound to,C5196842
C0304848,is bound to,C0337445
C0304848,is approved for use,C0440102
C0304848,is available in,C0991536
C0304848,is no longer considered,C1710038
C0304848,can help restore,C0920074
C0413668,is a form of,C0003663
C0413668,is used in,C3646846
C0413668,is used in,C0917796
C0413668,is used in,C0237979
C0672719,needs,C2930024
C0672719,is involved in,C2754469
C2930024,is necessary for,C2754469
C4733200,results in,C3157469
C0413668,is part of,C0279517
C0413668,is approved for use in,C5547771
C0086555,is extracted from,C0697105
C0086555,has properties including,C0003216
C0086555,has properties including,C0282555
C0086555,has properties including,C1148564
C0086555,has properties including,C2986475
C0086555,has properties including,C0935929
C0086555,has properties including,C1512412
C0086555,was developed in,C0022341
C0086555,was developed in,C0008115
C0086555,was approved as,C0684173
C0086555,was approved in,C3829466
C0086555,has therapeutic applications in,C0440102
C0086555,involves suppression of,C1710304
C0086555,involves inhibition of,C0079904
C0086555,presents binding to,C5766390
C0041536,is also known as,C1824780
C0041536,is a,C0034435
C0041536,helps generate,C0001480
C0041536,is used for,C4551655
C0041536,has shown potential benefits in treating,C0006826
C0041536,has shown potential benefits in treating,C1850625
C0041536,involves,C2610881
C0041536,involves,C1326275
C0041536,involves,C1159655
C0041536,has a half life of,C1442470
C0041536,belongs to the category of,C3507280
C0041536,belongs to the category of,C0034435
C0041536,belongs to the category of,C0876964
C0041536,belongs to the category of,C1258127
C0041536,belongs to the category of,C2945766
C0041536,belongs to the category of,C0016452
C0041536,belongs to the category of,C0005329
C0041536,belongs to the category of,C1812630
C0041536,belongs to the category of,C0359086
C0041536,belongs to the category of,C0282575
C0041536,fda approval status is,C1518478
C3255108,acts as,C0079381
C3255108,traps,C0162772
C3255108,traps,C0162772
C3255108,donates,C0302912
C3255108,is primarily in,C1537647
C0042874,deficiency is found in,C0728731
C3255108,can be bound to,C0003591
C3255108,can be bound to,C1325761
C3255108,is,C0729502
C3255108,prevents,C0311404
C0078373,is a form of,C0042874
C0078373,is used by,C0729763
C0078373,protects cells from,C1517312
C0078373,protects cells from,C0162772
C1517312,are formed through,C0311404
C1517312,are formed through,C5235969
C1517312,are formed through,C0001869
C0034155,is a type of,C1421223
C2697593,has a half life of,C4330938
C0078373,is part of,C1518480
C0078373,is part of,C0596577
C0078373,is part of,C2945766
C0078373,is part of,C0016452
C0078373,is part of,C0005329
C0078373,is part of,C1812630
C0078373,is part of,C1521739
C0078373,is primarily used for,C1848533
C0078373,is used for,C0554103
C0078373,is used for,C1704417
C0022265,is a,C0035339
C0022265,can be,C3825603
C0022265,is used in patients with,C3839812
C0022265,binds to,C0140278
C0022265,inhibits the growth of,C0279084
C0022265,has a molecular weight of,C0470269
C0022265,has a topological polar surface area of,C0054878
C0022265,belongs to the category of,C3653825
C0022265,belongs to the category of,C4076258
C0022265,is classified as,C0205489
C0022265,is classified as,C0020242
C0022265,is a,C0597486
C0040845,is a,C0150270
C0040845,is a,C0035339
C0040845,reduces,C1849249
C0040845,was taken off the market due to,C2137101
C0040845,inhibits,C5451340
C0040845,has a terminal half life of,C1547061
C0040845,belongs to the categories of,C0002068
C0040845,belongs to the categories of,C1874314
C0040845,belongs to the categories of,C4076258
C0040845,belongs to the categories of,C1266463
C0040845,belongs to the categories of,C0056763
C0040845,belongs to the categories of,C0010578
C0040845,belongs to the categories of,C0205489
C0040845,belongs to the categories of,C0020242
C0040845,belongs to the categories of,C0016620
C0040845,belongs to the categories of,C3876029
C0040845,belongs to the categories of,C3825279
C0040845,is believed to bind to,C0140278
C0040845,enhances the binding of,C1870778
C0040845,has potential benefits but remains,C0680243
C0040845,risks include,C2112165
C1567753,is,C0035339
C1567753,approved for use in,C0022341
C1567753,treats,C0349675
C1567753,binds to,C1999666
C1567753,binds to,C5441640
C1567753,is more stable than,C0281666
C1539001,is,C0035339
C1539001,used for,C1708063
C1567753,belongs to categories of,C1881986
C1567753,approval status is,C4688482
C0308808,is a complex of,C0060240
C0308808,is a complex of,C0086140
C0308808,is administered,C0348016
C0308808,is administered,C1556154
C0308808,replenishes,C3821173
C0308808,is part of,C1519613
C0308808,is part of,C0596249
C0308808,is part of,C0015860
C0308808,is part of,C5399701
C0308808,is part of,C4733156
C0308808,is approved for use in,C2074672
C0308808,binds to,C0202105
C0308808,forms,C1441601
C0308808,forms,C0015879
C0308808,helps restore,C1292119
C0308808,contains,C1366564
C0723460,is the active ingredient in,C0136074
C0723460,is the active ingredient in,C0064238
C0723460,is used to treat,C4552889
C0723460,is used to treat,C0847097
C0723460,is used to treat,C0426633
C0723460,is used to treat,C0235309
C0723460,is used to treat,C1290807
C0723460,binds toxins produced by,C3511143
C0723460,belongs to the category of,C0474035
C0723460,is approved for use in,C0020157
C0723460,is approved for use in,C5787033
C2700233,is a,C0013227
C2700233,used to treat,C4552843
C4552843,occurs in,C0006826
C2700233,inhibits,C0005974
C2700233,reduces,C0231544
C2700233,localizes in,C0231567
C2700233,inhibits,C1518631
C2700233,belongs to,C3537067
C2700233,belongs to,C2917333
C0168430,is a,C0682906
C0168430,belongs to,C0330518
C0168430,has applications in,C0201682
C0168430,has applications in,C0870840
C0168430,is used for,C0303761
C0168430,is used for,C3826469
C0168430,can be,C1179481
C0168430,can be,C0556393
C0168430,is associated with,C0011155
C0168430,regulates,C0005802
C0168430,regulates,C0342335
C0168430,regulates,C1517898
C0168430,improves,C0029161
C0168430,is approved for use as,C0242295
C0168430,maintains,C4701105
C0168430,prevents,C0333668
C0168430,is associated with,C0241863
C0168430,is associated with,C0151639
C0168430,is associated with,C0850624
C0168430,enhances,C0034818
C0168430,maintains,C0860800
C0168430,has diverse applications in,C0442611
C0731110,is derived from,C0147866
C0731110,is used in,C0029083
C0731110,is a diagnostic agent for,C0155088
C0731110,is a diagnostic agent for,C0013238
C0731110,is used in,C0022877
C0731110,prepares,C0599385
C0731110,has cytotoxic effects on,C0445623
C0731110,induces changes in,C2700385
C0731110,mediates actions on,C0429518
C0731110,is part of,C0018501
C0731110,can bind to,C0201838
C0731110,can bind to,C0523737
C0731110,can bind to,C0202105
C1690543,can bind to,C0731110
C0731110,is used in,C0043242
C0731110,is used in,C0232070
C0731110,has cytotoxic effects on,C1708547
C0731110,has cytotoxic effects on,C0440429
C0740237,is the most common element on,C0319822
C0740237,plays a role in,C1158535
C0740237,is involved in,C0597157
C0740237,is involved in,C0014272
C3826101,affects,C1960468
C3826101,affects,C0033011
C0474008,works by replenishing,C0740237
C1831745,may be given,C0348016
C0066752,is used for,C2229833
C0740237,is incorporated into,C0751455
C2610980,binds to,C4763525
C0740237,is stored in,C0015879
C0740237,promotes the synthesis of,C0597157
C1417048,is an example of,C0597157
C0008721,is an example of,C0597157
C1135611,are involved in,C1516874
C1135611,are involved in,C0012899
C3856267,is approved for use in,C3665437
C3856267,is approved for use in,C0162316
C3856267,contains,C0740237
C3856267,works by reducing,C0015860
C0202105,is found in,C0229671
C3856267,has a,C1513375
C3856267,is part of,C0002871
C3856267,is part of,C3826101
C3856267,is part of,C2267031
C3856267,is approved for use in,C0001675
C0719339,is a,C5192809
C0719339,used to maintain,C4701105
C0719339,prevents,C0333668
C0168430,is an,C0518040
C0168430,involved in the metabolism of,C0885447
C0168430,involved in the metabolism of,C0596192
C0168430,increases,C4543203
C0168430,binds to,C0202105
C0719339,has an,C2348397
C0719339,belongs to,C0311431
C0657335,is a,C5192809
C0657335,used to maintain,C4701105
C0657335,prevents,C0333668
C0168430,upregulates,C1512804
C1334133,enhances,C1150527
C0044602,is a,C1512050
C0668624,is a,C1512050
C0599220,autophosphorylates,C0023688
C0599220,activates,C1519724
C0061409,is part of,C0657335
C0657335,helps maintain,C0860800
C0657335,helps maintain,C0422936
C0268093,results in,C0438251
C0657335,is,C0205540
C0168430,is,C0518040
C0168430,plays a role in,C1157795
C0168430,is indicated for use as,C0991514
C0168430,prevents,C0333668
C1334133,increases activity of,C0044602
C1334133,increases activity of,C0668624
C0168430,upregulates,C1512804
C0168430,affects,C0522506
C0303210,is part of,C0311431
C0303210,has been approved for,C0268093
C1577331,is a type of,C0020289
C1577331,is used for,C0021494
C1577331,is indicated for,C3854387
C1577331,works by hydrolyzing,C1519266
C1519266,is a component of,C1284251
C1577331,belongs to the family of,C1415826
C1577331,is classified as,C0014440
C1577331,is in a physical state of,C0301571
C1577331,facilitates absorption of,C0392877
C0724649,is a,C3653367
C0724649,is used to treat,C4552171
C4552171,is characterized by,C0271547
C0724649,manages symptoms associated with,C0007095
C0724649,manages symptoms associated with,C2033037
C0724649,binds to,C0074830
C0074830,are located in,C0032002
C0074830,are located in,C0346647
C0724649,reduces,C1621966
C0724649,is available in,C0086466
C0724649,is available in,C1272919
C0086466,is administered,C0443315
C1272919,is taken,C0332173
C0724649,has a short,C0678761
C0724649,requires,C2982514
C0724649,can undergo metabolism by,C0010762
C0003968,is also known as,C2349136
C0003968,is found in,C0600183
C0003968,is an essential nutrient for,C0020157
C0003968,functions as,C0392756
C0003968,functions as,C1258127
C0003968,acts as,C1148564
C0003968,is used to treat,C3824726
C0003968,is used to treat,C0268681
C0003968,is required for,C1371321
C0003968,is involved in,C1156589
C0003968,is involved in,C3547582
C0003968,is part of,C1121424
C0003968,is part of,C0016620
C0003968,is part of,C3653826
C0003968,is part of,C1518480
C0003968,is part of,C0596249
C0003968,is part of,C2945766
C0003968,is part of,C0016452
C0003968,is part of,C0005329
C0003968,is part of,C0304461
C0003968,is part of,C3653431
C0003968,plays a role in,C0481745
C0003968,has antioxidant properties against,C0311404
C0003968,has pharmacodynamic effects for,C0018684
C0873128,is a type of,C0043328
C0873128,is synthesized by,C0032098
C0873128,filters out,C1260876
C0873128,offers protection against,C0311404
C0873128,is investigated as a treatment for,C1334895
C0873128,is investigated as a treatment for,C0086543
C0873128,is investigated as a treatment for,C0857112
C0873128,has antioxidant properties,C0205238
C0873128,induces,C4329354
C0873128,regulates,C1517486
C0039840,is also known as,C0373727
C0039840,is soluble in,C0020311
C0039840,is insoluble in,C0001975
C0039840,is involved in,C0014272
C0039840,is involved in,C0234075
C0039840,is involved in,C0026820
C0039840,plays a key role in,C0596620
C0039840,inhibits the effect of,C0885447
C0039840,is part of,C0016410
C0039840,is part of,C0282575
C0523918,is involved in,C3820975
C0523918,is involved in,C1158367
C0039840,is associated with,C0268668
C0039840,is a potential treatment for,C0333482
C0039840,is transported into cells through,C5380261
C0005122,results in,C2754100
C1426490,is related to,C0039840
C1335234,is related to,C0039840
C0058978,is a precursor for,C0072262
C0058978,lowers,C0236199
C0058978,prevents,C1268819
C0058978,may have therapeutic potential in,C1527396
C0058978,affects the function of,C3158709
C0058978,binds to,C0537408
C0058978,has a topological polar surface area of,C0054878
C0058978,is effective in lowering,C0202236
C0058978,has immunomodulatory actions due to,C1512179
C0034272,is a form of,C0030342
C0034272,is approved by,C0006823
C0034272,is involved in,C2984164
C0034272,is highly protein bound to,C0201838
C0034272,is part of,C3653826
C0034272,is part of,C1511900
C0034272,is involved in the synthesis of,C0242974
C0034272,is involved in the synthesis of,C0220780
