head,relation_new,tail,relation_raw
C0071842,Taxonomy_PartOf,C0443077,is part of
C0071842,Regulatory_Status,C0042615,is approved for
C2698382,Taxonomy_IsA,C0033262,is a
C2698382,MoA_AgonistAntagonist,C1841967,agonizes
C2698382,Etiology_AssociatedWith,C0003209,provides
C2698382,Treatment_IndicationUse,C0700624,is indicated to treat
C2698382,Treatment_IndicationUse,C1709160,is indicated to treat
C2698382,Treatment_IndicationUse,C0035242,is indicated to treat
C2698382,Treatment_IndicationUse,C3825575,is indicated to treat
C2698382,Treatment_IndicationUse,C0275908,is indicated to treat
C2698382,Treatment_IndicationUse,C0410092,is used in the treatment of
C2698382,Treatment_IndicationUse,C0002893,is used in the treatment of
C2698382,PK_Metabolism,C0750848,is a soluble ester prodrug of
C0443077,Etiology_AssociatedWith,C1517486,mediate changes in
C2698382,Taxonomy_PartOf,C4521954,is part of
C2698382,Taxonomy_PartOf,C0443077,is part of
C2698382,Treatment_IndicationUse,C0263504,is indicated in the treatment of
C2698382,Treatment_IndicationUse,C0022548,is indicated in the treatment of
C2698382,Treatment_IndicationUse,C5679638,is indicated in the treatment of
C2698382,Treatment_IndicationUse,C0027822,is indicated in the treatment of
C2698382,Treatment_IndicationUse,C2231179,is indicated in the treatment of
C2698382,Treatment_IndicationUse,C0406317,is indicated in the treatment of
C2698382,Treatment_IndicationUse,C0333410,is indicated in the treatment of
C0770564,Taxonomy_IsA,C0443077,is a type of
C0770564,Taxonomy_PartOf,C4521954,is part of
C0770564,Taxonomy_PartOf,C0443077,is part of
C0770564,Etiology_AssociatedWith,C0232342,has a short term effect of
C0770564,Etiology_AssociatedWith,C0232378,has a short term effect of
C0770564,Etiology_AssociatedWith,C1371595,has a short term effect of
C0770564,Regulatory_Status,C0205540,is veterinary approved
C0770564,Etiology_AssociatedWith,C2698783,has a wide therapeutic window
C0770564,Taxonomy_IsA,C1709520,is a solid
C0770564,Etiology_AssociatedWith,C5423068,is used in
C0035930,Etiology_AssociatedWith,C2020030,is
C0035930,Treatment_IndicationUse,C1699633,is indicated for
C1268555,Etiology_AssociatedWith,C0925111,is extracted by
C1268555,Etiology_AssociatedWith,C0001479,participates in
C0443168,Anatomy_SpatialRelation,C2825530,is noted within
C1268555,Taxonomy_PartOf,C2917424,is part of
C1268555,Taxonomy_PartOf,C2757000,is part of
C1268555,Treatment_IndicationUse,C0162514,is indicated for
C0042839,Taxonomy_IsA,C3661727,is a group of
C0042839,Taxonomy_DerivedFrom,C0449416,is derived from
C0042839,Etiology_AssociatedWith,C5240700,is enriched in
C0042839,Etiology_AssociatedWith,C3687582,is enriched in
C0042839,Etiology_AssociatedWith,C0040845,is structurally related to
C0042839,Etiology_AssociatedWith,C3702065,is bound to
C0042839,Etiology_AssociatedWith,C0042789,plays vital roles in
C0042839,Etiology_AssociatedWith,C1707934,plays vital roles in
C0042839,Etiology_AssociatedWith,C2911660,plays vital roles in
C0042839,Etiology_AssociatedWith,C0442692,plays vital roles in
C0042839,Etiology_AssociatedWith,C3893707,plays vital roles in
C0042839,Taxonomy_PartOf,C0001552,is part of
C0042839,Taxonomy_PartOf,C0205470,is part of
C0042839,Taxonomy_PartOf,C3653826,is part of
C0042839,Taxonomy_PartOf,C0002068,is part of
C0042839,Taxonomy_PartOf,C3653731,is part of
C0042839,Taxonomy_PartOf,C1518480,is part of
C0042839,Taxonomy_PartOf,C4076258,is part of
C0281420,Etiology_AssociatedWith,C1540219,has molecular formula
C0281420,Taxonomy_IsA,C4076258,is a type of
C0281420,Taxonomy_IsA,C0042839,is a precursor to
C0281420,Etiology_AssociatedWith,C0205238,has antioxidant properties
C0281420,Anatomy_LocatedIn,C2348898,is found in
C0281420,Etiology_AssociatedWith,C2330097,does not affect concentrations in
C0281420,Etiology_AssociatedWith,C0311404,ameliorates
C0281420,MoA_ModulationOther,C4329354,decreases
C0281420,Taxonomy_IsA,C0040845,is a precursor to
C0281420,PK_DistributionProteinBinding,C1442469,has a half life of
C0281420,Etiology_AssociatedWith,C1148564,acts as an
C0281420,Etiology_AssociatedWith,C0162772,scavenges
C0281420,Clinical_ManifestationPresentation,C0023823,presents oxidative modification of
C0281420,Etiology_AssociatedWith,C1517312,chelates
C0281420,MoA_InhibitionBlockade,C0178796,inhibits
C0281420,Etiology_AssociatedWith,C1325761,is retained by
C0281420,DrugClass_Category,C3653826,is part of drug categories
C0281420,DrugClass_Category,C0002068,is part of drug categories
C0281420,DrugClass_Category,C4076258,is part of drug categories
C0281420,DrugClass_Category,C1266463,is part of drug categories
C0281420,DrugClass_Category,C0056763,is part of drug categories
C0281420,DrugClass_Category,C0010578,is part of drug categories
C0281420,DrugClass_Category,C0205489,is part of drug categories
C0281420,DrugClass_Category,C2945766,is part of drug categories
C0281420,DrugClass_Category,C3653752,is part of drug categories
C0281420,DrugClass_Category,C0016452,is part of drug categories
C0281420,DrugClass_Category,C0005329,is part of drug categories
C0281420,DrugClass_Category,C1812630,is part of drug categories
C0281420,DrugClass_Category,C0020242,is part of drug categories
C0042874,Alias_Name,C3255108,is a term used to describe
C0042874,Etiology_AssociatedWith,C1148564,acts as
C1848533,Etiology_AssociatedWith,C1527396,can occur in conditions such as
C1848533,Etiology_AssociatedWith,C0008370,can occur in conditions such as
C1848533,Etiology_AssociatedWith,C3829821,can occur in conditions such as
C0042874,Etiology_AssociatedWith,C0016693,is believed to protect cells against
C5779643,Etiology_AssociatedWith,C0009375,have been linked to an increased incidence of
C0042874,Etiology_AssociatedWith,C0470616,has a molecular weight of
C0042874,Etiology_AssociatedWith,C2331826,has a topological polar surface area of
C0042874,Taxonomy_PartOf,C1518480,is part of
C0042874,Taxonomy_PartOf,C0028911,is part of
C0042874,Taxonomy_PartOf,C0596577,is part of
C0042874,Taxonomy_PartOf,C1709739,is part of
C0042874,Regulatory_Status,C0308714,is approved for use as
C0060197,Taxonomy_IsA,C0205208,is a
C0060197,DrugClass_Category,C0202216,belongs to the class of
C0202216,Taxonomy_DerivedFrom,C0042839,are derived from
C0060197,Etiology_AssociatedWith,C0920425,has potential applications in
C0060197,MoA_ActivationInduction,C1326205,induces
C0060197,DrugInteraction,C1514760,interacts with
C0060197,DrugInteraction,C0014440,interacts with
C0060197,Etiology_AssociatedWith,C1517486,leads to changes in
C0060197,Etiology_AssociatedWith,C0278296,is being investigated for
C0677764,Etiology_AssociatedWith,C0035339,is
C0677764,Etiology_AssociatedWith,C3273128,has properties of
C0677764,Treatment_IndicationUse,C1514509,is used for
C0677764,Treatment_IndicationUse,C1511293,is used for
C0677764,Etiology_AssociatedWith,C0444070,accumulates in
C0677764,MoA_InhibitionBlockade,C1155893,inhibits
C0677764,MoA_ActivationInduction,C4329354,induces
C0677764,Etiology_AssociatedWith,C0042839,is different from
C0677764,Etiology_AssociatedWith,C0079589,is different from
C0677764,Etiology_AssociatedWith,C2216378,has been investigated for
C0677764,Etiology_AssociatedWith,C0920425,shows potential as
C0677764,Taxonomy_IsA,C0278925,is a candidate for
C0379900,Etiology_AssociatedWith,C4060542,is implicated in
C1424232,Etiology_AssociatedWith,C4060542,is implicated in
C0012203,Etiology_AssociatedWith,C1514972,is
C0012203,Treatment_IndicationUse,C0025319,is used in the treatment of
C0012203,Etiology_AssociatedWith,C0597340,has been listed as
C0012203,DrugInteraction,C0059672,interacts with
C0059672,Anatomy_LocatedIn,C3272919,is found in
C3272919,Etiology_AssociatedWith,C0700038,include
C3272919,Etiology_AssociatedWith,C1521747,include
C3272919,Anatomy_LocatedIn,C1268164,are found in
C1295140,Etiology_AssociatedWith,C0878635,causes
C1295140,Etiology_AssociatedWith,C0241400,causes
C1295140,MoA_InhibitionBlockade,C0016424,suppresses
C3653565,MoA_InhibitionBlockade,C0020662,suppresses
C0020662,MoA_ModulationOther,C4520794,decreases secretion of
C0012203,Etiology_AssociatedWith,C0597486,is available in
C0012203,Etiology_AssociatedWith,C2331826,has a topological polar surface area of
C0012203,Taxonomy_PartOf,C4521954,is part of
C0012203,Taxonomy_PartOf,C1874309,is part of
C0012203,Taxonomy_PartOf,C5787261,is part of
C0012203,Taxonomy_PartOf,C0005036,is part of
C0012203,Taxonomy_PartOf,C1412070,is part of
C0012203,Etiology_AssociatedWith,C0686277,is linked to
C0546882,Taxonomy_IsA,C0041017,is a
C0546882,Taxonomy_ProductOf,C1278878,is produced by
C0546882,Etiology_AssociatedWith,C0592874,was developed by
C0546882,Regulatory_Status,C0456587,was approved in
C0546882,Etiology_AssociatedWith,C0279175,replaces
C0546882,Etiology_AssociatedWith,C1158770,exerts effects by
C0546882,Etiology_AssociatedWith,C0599100,exerts effects by
C0546882,MoA_ModulationOther,C4552848,increases
C0546882,MoA_ActivationInduction,C2911660,stimulates
C0546882,Treatment_IndicationUse,C3665349,is used to treat
C0546882,Treatment_IndicationUse,C3165526,is used to treat
C0546882,Treatment_IndicationUse,C1399772,is used to treat
C0546882,Treatment_IndicationUse,C0549473,is used to treat
C0546882,Etiology_AssociatedWith,C1881373,is more potent than
C0546882,PK_DistributionProteinBinding,C3843197,has a half life of
C1881373,Taxonomy_IsA,C1881373,is a
C1881373,Treatment_IndicationUse,C3665349,is used to treat
C1413366,Taxonomy_ProductOf,C0032002,is produced by
C0202231,Etiology_AssociatedWith,C1420709,is released from
C0202231,Etiology_AssociatedWith,C3814864,is bound to
C0202231,Etiology_AssociatedWith,C0077021,is bound to
C0202231,Etiology_AssociatedWith,C0201838,is bound to
C1881373,Regulatory_Status,C0205238,is approved
C1881373,Treatment_IndicationUse,C1337013,is indicated for
C0700583,Taxonomy_IsA,C0746950,is a type of
C0700583,MoA_InhibitionBlockade,C0033551,inhibits
C0700583,MoA_InhibitionBlockade,C0387583,inhibits
C0700583,Regulatory_Status,C3829447,approved in
C0700583,Etiology_AssociatedWith,C1310652,is marketed by
C0700583,Etiology_AssociatedWith,C0331935,was previously marketed by
C0700583,Treatment_IndicationUse,C0391976,is used to treat
C0700583,Treatment_IndicationUse,C0029408,is indicated for
C0700583,Treatment_IndicationUse,C0002893,is indicated for
C0700583,Treatment_IndicationUse,C0038012,is indicated for
C0700583,Etiology_AssociatedWith,C0031619,results in reduced production of
C0700583,DrugInteraction,C0004057,is used in combination with
C0700583,Prevention_Prophylaxis,C4075887,prevents
C0700583,PK_DistributionProteinBinding,C1292429,has an apparent half life of
C1266500,Taxonomy_IsA,C0003211,is a type of
C1266500,Etiology_AssociatedWith,C0003211,has pharmacologic actions similar to
C1266500,Etiology_AssociatedWith,C0003209,possesses
C1266500,Etiology_AssociatedWith,C0002766,possesses
C1266500,Treatment_IndicationUse,C0391976,is used to relieve
C1266500,Treatment_IndicationUse,C0002893,is used in the treatment of
C1266500,Treatment_IndicationUse,C0029408,is used in the treatment of
C1266500,Taxonomy_PartOf,C0948482,is part of
C1266500,Taxonomy_PartOf,C3536840,is part of
C1266500,Taxonomy_PartOf,C3653542,is part of
C1266500,Etiology_AssociatedWith,C2697368,can cause
C1266500,Etiology_AssociatedWith,C4552889,can cause
C1266500,Etiology_AssociatedWith,C0520906,can cause
C1266500,Etiology_AssociatedWith,C1290807,can cause
C1266500,Etiology_AssociatedWith,C0393735,can cause
C1266500,Etiology_AssociatedWith,C4084788,can cause
C1266500,Etiology_AssociatedWith,C5396356,can cause
C1266500,Etiology_AssociatedWith,C0234251,is important for managing
C0012403,Alias_Name,C0175520,is also known as
C0175520,Etiology_AssociatedWith,C0037638,is used as
C0175520,Treatment_IndicationUse,C0683174,is used for
C0175520,Etiology_AssociatedWith,C1511549,protects
C0175520,Etiology_AssociatedWith,C4273565,provides
C0175520,Etiology_AssociatedWith,C0268070,is used in
C0175520,Etiology_AssociatedWith,C0003209,may have
C0175520,PK_DistributionProteinBinding,C0025255,penetrates
C0175520,Etiology_AssociatedWith,C4552405,is useful for
C0175520,Etiology_AssociatedWith,C5205018,is used in
C0175520,Etiology_AssociatedWith,C0142710,has a logp value of
C0175520,Taxonomy_PartOf,C5707737,is part of
C0175520,Taxonomy_PartOf,C1518480,includes
C0175520,Taxonomy_PartOf,C4529223,includes
C0304846,Etiology_AssociatedWith,C1512497,is
C0304846,Taxonomy_PartOf,C0079691,consists of
C0304846,Taxonomy_PartOf,C0936106,consists of
C0079691,Alias_Name,C0202231,is also known as
C0936106,Alias_Name,C0041017,is also known as
C0745714,Etiology_AssociatedWith,C2210848,is sufficient for
C0304846,Etiology_AssociatedWith,C0599100,alters
C0304846,Etiology_AssociatedWith,C3547582,alters
C0279175,Etiology_AssociatedWith,C0815089,are essential for
C0304846,Regulatory_Status,C0600086,is approved for use in
C0304846,Regulatory_Status,C4763985,is approved for use in
C0304846,Etiology_AssociatedWith,C3653894,is used in conjunction with
C0304846,Treatment_IndicationUse,C0238460,is used to treat
C0304846,Treatment_IndicationUse,C1998045,is used for
C0304846,MoA_ModulationOther,C0181813,works by
C0304846,MoA_ModulationOther,C1519616,works by
C0304846,MoA_ModulationOther,C1371294,works by
C0304846,MoA_ModulationOther,C0852765,works by
C0061203,Taxonomy_DerivedFrom,C1697820,is derived from
C0061203,Taxonomy_IsA,C0815051,is an
C0061203,Etiology_AssociatedWith,C2986475,has shown promise as
C0061203,MoA_InhibitionBlockade,C0206364,inhibits
C0061203,MoA_InhibitionBlockade,C1150387,inhibits
C0061203,Etiology_AssociatedWith,C1517348,leads to
C0061203,Regulatory_Status,C2983596,is being studied in
C0061203,Treatment_IndicationUse,C0376358,is a treatment for
C0061203,Etiology_AssociatedWith,C0014442,involves blocking
C0061203,Etiology_AssociatedWith,C5787261,has been classified under
C0061203,Etiology_AssociatedWith,C0596577,has been classified under
C0061203,Etiology_AssociatedWith,C0005078,has been classified under
C0061203,Etiology_AssociatedWith,C0598333,needs further research to understand
C0076289,Taxonomy_IsA,C0201874,is a type of
C0076289,Etiology_AssociatedWith,C0304718,is used as
C0076289,Etiology_AssociatedWith,C0231491,is used as
C0076289,Etiology_AssociatedWith,C0279175,regulates
C0076289,Treatment_IndicationUse,C3665349,has potential to treat
C0076289,Treatment_IndicationUse,C2939155,has potential to treat
C0076289,Treatment_IndicationUse,C0549473,has potential to treat
C0279175,Etiology_AssociatedWith,C0311400,play a role in
C0279175,Etiology_AssociatedWith,C2911660,play a role in
C0279175,Etiology_AssociatedWith,C0458003,play a role in
C0076289,Etiology_AssociatedWith,C1517331,requires
C0076289,Etiology_AssociatedWith,C1517586,is in
C1322288,Anatomy_SpatialRelation,C0444379,attached to
C5238122,Taxonomy_IsA,C0013223,is a
C5238122,Etiology_AssociatedWith,C0002766,has properties of
C5238122,Etiology_AssociatedWith,C0877252,has properties of
C5238122,Etiology_AssociatedWith,C0026859,is used in
C5238122,Etiology_AssociatedWith,C0022408,is used in
C5238122,Etiology_AssociatedWith,C0226896,can be administered
C5238122,Etiology_AssociatedWith,C0332237,can be administered
C5238122,Etiology_AssociatedWith,C0303628,has a tpsa of
C5238122,Etiology_AssociatedWith,C0142710,has a logp value of
C5238122,Taxonomy_PartOf,C1121424,is part of
C5238122,Taxonomy_PartOf,C0718476,is part of
C5238122,Taxonomy_PartOf,C1703206,is part of
C5238122,Taxonomy_PartOf,C0035856,is part of
C5238122,Taxonomy_PartOf,C1516019,is part of
C5238122,Taxonomy_PartOf,C1516027,is part of
C5238122,Taxonomy_PartOf,C0005036,is part of
C5238122,Taxonomy_PartOf,C0005058,is part of
C5238122,Taxonomy_PartOf,C0428601,is part of
C5238122,Taxonomy_PartOf,C0242695,is part of
C5238122,Taxonomy_PartOf,C3536840,is part of
C5238122,Regulatory_Status,C1285339,is approved for
C5238122,Treatment_ManagementCare,C0015967,is used in the management of
C5238122,MoA_InhibitionBlockade,C1565830,inhibits
C0445467,Etiology_AssociatedWith,C0033555,produces
C5238122,MoA_ModulationOther,C0391976,reduces
C5238122,Treatment_IndicationUse,C0029408,is commonly used to treat
C5238122,Treatment_IndicationUse,C0002893,is commonly used to treat
C5238122,Treatment_IndicationUse,C1171175,is commonly used to treat
C0917817,Etiology_AssociatedWith,C1327440,is involved in
C0073096,Taxonomy_IsA,C1130460,is a
C0073096,Etiology_AssociatedWith,C1274315,has potential therapeutic applications for
C0073096,Taxonomy_IsA,C0301153,is a derivative of
C0073096,Etiology_AssociatedWith,C0032098,is produced in
C0073096,Etiology_AssociatedWith,C1324752,is produced with the help of
C0073096,Etiology_AssociatedWith,C2984906,exists as
C0073096,Etiology_AssociatedWith,C0332269,exhibits
C0073096,MoA_InhibitionBlockade,C0206679,inhibits
C0073096,Etiology_AssociatedWith,C0003392,has potential
C0073096,MoA_BindingAffinity,C0033684,binds strongly to
C0073096,MoA_BindingAffinity,C1145667,has high affinity for
C0073096,Taxonomy_PartOf,C0948482,is part of
C0073096,Taxonomy_PartOf,C0026879,is part of
C0073096,Taxonomy_PartOf,C0031860,is part of
C0073096,Regulatory_Status,C0205238,is investigational
C0253007,Taxonomy_IsA,C0304229,is a
C0253007,Taxonomy_MemberOf,C0005036,belongs to
C0253007,MoA_ModulationOther,C2752512,interferes with
C0253007,Etiology_AssociatedWith,C1512505,has anticancer properties against
C0282364,Etiology_AssociatedWith,C0302909,is
C0282364,Taxonomy_IsA,C0202231,is a synthetic analogue of
C0282364,Treatment_IndicationUse,C3665349,is investigated for the treatment of
C0085741,MoA_BindingAffinity,C0919499,binds to
